RCID,Lat,Lon
RC190836,52.51002,-1.44757
RC190835,52.51902,-1.44746
RC190331,52.52808,-1.46209
RC189828,52.52815,-1.47684
RC189827,52.53714,-1.47674
RC189324,52.53721,-1.49149
RC189323,52.5462,-1.49139
RC188825,52.54626,-1.50614
RC188824,52.55526,-1.50604
RC188326,52.55532,-1.5208
RC188325,52.56431,-1.5207
RC187800,52.56437,-1.53546
RC187799,52.57337,-1.53537
RC187278,52.57342,-1.55013
RC187277,52.58242,-1.55004
RC186751,52.58247,-1.56481
RC186750,52.59147,-1.56472
RC186207,52.59152,-1.57949
RC186206,52.60052,-1.57941
RC185663,52.60057,-1.59418
RC185662,52.60956,-1.5941
RC185661,52.61856,-1.59402
RC185118,52.61861,-1.6088
RC185117,52.6276,-1.60872
RC184574,52.62765,-1.6235
RC184573,52.63665,-1.62342
RC184030,52.63669,-1.63821
RC183483,52.63674,-1.653
RC182940,52.63678,-1.66778
RC181836,52.63686,-1.69736
RC181280,52.63689,-1.71214
RC181279,52.64589,-1.71208
RC180722,52.65492,-1.72682
RC180721,52.66391,-1.72676
RC180165,52.66395,-1.74156
RC180164,52.67294,-1.7415
RC179608,52.67297,-1.7563
RC179607,52.68197,-1.75625
RC179038,52.682,-1.77106
RC178469,52.68202,-1.78586
RC177316,52.69107,-1.81543
RC177315,52.70006,-1.81539
RC176727,52.70908,-1.83016
RC176726,52.71808,-1.83013
RC176135,52.7181,-1.84494
RC176134,52.72709,-1.84491
RC175543,52.72711,-1.85973
RC175542,52.7361,-1.8597
RC174929,52.73612,-1.87452
RC174928,52.74511,-1.87449
RC174315,52.74513,-1.88932
RC174314,52.75412,-1.88929
RC173692,52.75414,-1.90412
RC173691,52.76313,-1.9041
RC173060,52.76314,-1.91893
RC172429,52.76315,-1.93376
RC172428,52.77215,-1.93375
RC172427,52.78114,-1.93373
RC171796,52.78115,-1.94857
RC171164,52.79015,-1.9634
RC170533,52.79015,-1.97824
RC168594,52.79015,-2.02275
RC167927,52.79015,-2.03759
RC167251,52.79014,-2.05243
RC166575,52.79014,-2.06727
RC166574,52.79913,-2.06728
RC165898,52.79912,-2.08213
RC165213,52.79911,-2.09697
RC164528,52.7991,-2.11181
RC163829,52.80808,-2.12668
RC163131,52.80806,-2.14152
RC163130,52.81705,-2.14155
RC162432,52.81704,-2.1564
RC162431,52.82603,-2.15643
RC161729,52.82601,-2.17128
RC161728,52.835,-2.17132
RC161727,52.844,-2.17136
RC161025,52.84398,-2.18621
RC161024,52.85297,-2.18625
RC161023,52.86197,-2.18629
RC161022,52.87096,-2.18633
RC160324,52.87094,-2.20119
RC159626,52.87091,-2.21606
RC159625,52.8799,-2.21611
RC158926,52.88887,-2.23102
RC158223,52.88884,-2.2459
RC158222,52.89784,-2.24595
RC157521,52.91579,-2.26093
RC157520,52.92479,-2.26098
RC157519,52.93378,-2.26104
RC156815,52.94274,-2.27598
RC156814,52.95174,-2.27604
RC156111,52.9517,-2.29094
RC156110,52.9607,-2.291
RC155407,52.96066,-2.30589
RC154694,52.96961,-2.32086
RC153980,52.98756,-2.3359
RC153979,52.99655,-2.33597
RC153267,52.99651,-2.35088
RC153266,53.00551,-2.35095
RC152554,53.00546,-2.36586
RC152553,53.01445,-2.36594
RC151832,53.01441,-2.38085
RC151831,53.0234,-2.38093
RC151830,53.0324,-2.38101
RC151109,53.03235,-2.39593
RC151108,53.04134,-2.39602
RC150387,53.04129,-2.41094
RC150386,53.05028,-2.41103
RC150385,53.05928,-2.41111
RC150384,53.06827,-2.4112
RC160325,52.86194,-2.20115
RC190780,53.0137,-1.44116
RC191283,53.01363,-1.42624
RC191282,53.02263,-1.42612
RC185529,53.80574,-1.58263
RC185528,53.81473,-1.58255
RC184985,53.81478,-1.59774
RC184984,53.82378,-1.59766
RC184441,53.82383,-1.61286
RC184440,53.83282,-1.61278
RC184439,53.84181,-1.61269
RC183896,53.84186,-1.6279
RC183895,53.85085,-1.62782
RC183894,53.85985,-1.62774
RC184434,53.88678,-1.61228
RC184433,53.89577,-1.61219
RC184432,53.90476,-1.61211
RC184975,53.90471,-1.59688
RC185518,53.90466,-1.58165
RC185517,53.91365,-1.58156
RC185516,53.92265,-1.58147
RC185515,53.93164,-1.58138
RC186058,53.93159,-1.56614
RC186057,53.94058,-1.56605
RC186600,53.94052,-1.5508
RC186599,53.94951,-1.55071
RC187125,53.94946,-1.53546
RC187124,53.95845,-1.53536
RC187645,53.95839,-1.52011
RC187644,53.96738,-1.52
RC188169,53.96732,-1.50475
RC187643,53.97637,-1.5199
RC187122,53.97643,-1.53516
RC187121,53.98543,-1.53506
RC224646,51.29432,-0.35715
RC224259,51.29452,-0.37149
RC223872,51.29472,-0.38584
RC223873,51.28573,-0.38615
RC223486,51.28592,-0.4005
RC223485,51.29492,-0.40019
RC223093,51.29511,-0.41453
RC190129,54.34472,-1.43865
RC190128,54.35372,-1.43853
RC190127,54.36271,-1.43841
RC190630,54.36264,-1.42301
RC190629,54.37163,-1.42288
RC191132,54.37155,-1.40748
RC191131,54.38054,-1.40735
RC191633,54.38946,-1.39181
RC191632,54.39845,-1.39168
RC192133,54.41636,-1.37599
RC192132,54.42535,-1.37585
RC192131,54.43434,-1.37572
RC192619,54.44325,-1.36015
RC193106,54.46115,-1.34443
RC193105,54.47014,-1.34429
RC193104,54.47913,-1.34415
RC193103,54.48813,-1.344
RC193102,54.49712,-1.34386
RC192613,54.4972,-1.35931
RC192612,54.50619,-1.35917
RC192611,54.51518,-1.35903
RC193097,54.54207,-1.34314
RC193096,54.55107,-1.34299
RC193587,54.56896,-1.32723
RC194066,54.57787,-1.3116
RC193586,54.57796,-1.32708
RC193585,54.58695,-1.32693
RC193092,54.58703,-1.34241
RC193091,54.59602,-1.34227
RC193584,54.59594,-1.32678
RC194064,54.59585,-1.3113
RC194063,54.60484,-1.31114
RC194543,54.60475,-1.29565
RC195484,54.61356,-1.26451
RC195954,54.62246,-1.24885
RC195953,54.63145,-1.24869
RC196424,54.63135,-1.23319
RC196423,54.64034,-1.23302
RC196894,54.64024,-1.21751
RC196893,54.64923,-1.21734
RC197360,54.64913,-1.20183
RC197359,54.65812,-1.20166
RC197358,54.66711,-1.20148
RC197357,54.6761,-1.20131
RC196889,54.6852,-1.21665
RC196888,54.69419,-1.21648
RC196887,54.70318,-1.2163
RC196886,54.71217,-1.21613
RC196415,54.71227,-1.23166
RC195944,54.71237,-1.24719
RC195943,54.72136,-1.24702
RC195472,54.72145,-1.26256
RC195471,54.73044,-1.2624
RC195470,54.73944,-1.26223
RC194999,54.73953,-1.27777
RC194998,54.74852,-1.27761
RC194527,54.74861,-1.29316
RC194526,54.7576,-1.293
RC194046,54.75769,-1.30855
RC194045,54.76668,-1.3084
RC194044,54.77567,-1.30824
RC193564,54.77576,-1.3238
RC193563,54.78475,-1.32365
RC193562,54.79374,-1.3235
RC194042,54.79366,-1.30794
RC194041,54.80265,-1.30778
RC193561,54.80274,-1.32335
RC193560,54.81173,-1.3232
RC193559,54.82072,-1.32305
RC193558,54.82971,-1.3229
RC193065,54.82979,-1.33847
RC193064,54.83879,-1.33833
RC192575,54.83887,-1.35391
RC192574,54.84786,-1.35376
RC192573,54.85685,-1.35362
RC192572,54.86584,-1.35348
RC192571,54.87483,-1.35333
RC191577,54.89298,-1.38425
RC191576,54.90197,-1.38411
RC191574,54.91995,-1.38383
RC191573,54.92894,-1.3837
RC191572,54.93793,-1.38356
RC191069,54.93801,-1.39918
RC011625,50.19473,-5.38654
RC190566,54.93809,-1.4148
RC190565,54.94708,-1.41467
RC190062,54.94715,-1.43029
RC188557,54.95635,-1.47704
RC188059,54.95642,-1.49266
RC187534,54.95648,-1.50829
RC185944,54.95666,-1.55517
RC185945,54.94767,-1.55527
RC185401,54.95672,-1.57079
RC184858,54.95677,-1.58642
RC184314,54.96582,-1.60196
RC042052,55.64643,-4.72774
RC042053,55.63745,-4.72712
RC041408,55.63709,-4.74299
RC040142,55.63638,-4.77475
RC039512,55.63602,-4.79063
RC038894,55.65362,-4.80779
RC038292,55.65325,-4.82367
RC038291,55.66223,-4.82432
RC037690,55.66186,-4.8402
RC037689,55.67084,-4.84086
RC037688,55.67982,-4.84151
RC037094,55.67945,-4.8574
RC037093,55.68843,-4.85806
RC037092,55.69741,-4.85871
RC037685,55.70676,-4.84346
RC037091,55.70639,-4.85937
RC037087,55.74231,-4.862
RC037681,55.74268,-4.84608
RC037680,55.75166,-4.84673
RC037679,55.76064,-4.84738
RC037678,55.76962,-4.84804
RC037083,55.77822,-4.86463
RC037082,55.7872,-4.86529
RC037081,55.79618,-4.86595
RC116588,55.96824,-3.13079
RC115774,55.96809,-3.14682
RC040418,50.44307,-4.4598
RC039789,50.44277,-4.47388
RC040417,50.45206,-4.46027
RC039788,50.45176,-4.47435
RC079804,53.27135,-3.7937
RC079805,53.26236,-3.79332
RC079040,53.26213,-3.80832
RC078276,53.25292,-3.82293
RC078277,53.24393,-3.82255
RC079042,53.24416,-3.80756
RC079043,53.23517,-3.80718
RC078279,53.22595,-3.82178
RC078280,53.21696,-3.8214
RC078281,53.20797,-3.82102
RC078282,53.19898,-3.82064
RC078283,53.18999,-3.82026
RC078284,53.181,-3.81988
RC078285,53.17201,-3.8195
RC078286,53.16302,-3.81912
RC079052,53.15426,-3.80378
RC079053,53.14527,-3.8034
RC079054,53.13628,-3.80303
RC079819,53.13651,-3.78808
RC079820,53.12752,-3.7877
RC079821,53.11853,-3.78733
RC079822,53.10954,-3.78696
RC079057,53.10931,-3.8019
RC079058,53.10032,-3.80152
RC079059,53.09133,-3.80115
RC079060,53.08234,-3.80077
RC079061,53.07335,-3.8004
RC078296,53.07313,-3.81533
RC078297,53.06414,-3.81495
RC077540,53.06391,-3.82987
RC076783,53.06368,-3.8448
RC076026,53.06344,-3.85972
RC075269,53.06321,-3.87465
RC075270,53.05422,-3.87426
RC074515,53.05398,-3.88918
RC073765,53.05375,-3.9041
RC073766,53.04476,-3.9037
RC073018,53.04452,-3.91862
RC072275,53.04428,-3.93354
RC071532,53.04403,-3.94846
RC071533,53.03504,-3.94805
RC070790,53.0348,-3.96297
RC071536,53.00808,-3.94684
RC071537,52.99909,-3.94643
RC072288,52.92741,-3.92833
RC071545,52.92717,-3.9432
RC071544,52.93616,-3.94361
RC071543,52.94515,-3.94401
RC072286,52.94539,-3.92913
RC072285,52.95438,-3.92953
RC072284,52.96337,-3.92993
RC073027,52.96361,-3.91504
RC073026,52.9726,-3.91543
RC072283,52.97236,-3.93033
RC072282,52.98135,-3.93073
RC072281,52.99034,-3.93113
RC059876,51.67356,-4.12065
RC060605,51.67382,-4.10619
RC062065,51.67433,-4.07726
RC062064,51.68332,-4.07767
RC062063,51.69231,-4.07809
RC063533,51.7108,-4.04996
RC063532,51.71979,-4.05037
RC064275,51.72005,-4.03589
RC064274,51.72904,-4.0363
RC064273,51.73803,-4.0367
RC065011,51.73828,-4.02222
RC065010,51.74727,-4.02262
RC065746,51.74752,-4.00813
RC065745,51.75651,-4.00853
RC065744,51.7655,-4.00893
RC066478,51.76575,-3.99444
RC066477,51.77474,-3.99484
RC066476,51.78373,-3.99523
RC066474,51.80171,-3.99603
RC066473,51.8107,-3.99642
RC066472,51.81969,-3.99682
RC065738,51.81944,-4.01133
RC065737,51.82843,-4.01173
RC066471,51.82868,-3.99722
RC066470,51.83767,-3.99762
RC065735,51.84641,-4.01253
RC065734,51.8554,-4.01293
RC066468,51.85565,-3.99841
RC066467,51.86464,-3.99881
RC066466,51.87363,-3.99921
RC067196,51.87388,-3.98468
RC067195,51.88287,-3.98508
RC077514,53.29763,-3.83985
RC077513,53.30662,-3.84024
RC160258,53.46454,-2.20399
RC087955,55.69156,-3.72775
RC087956,55.68258,-3.72736
RC087218,55.68235,-3.74326
RC087219,55.67337,-3.74286
RC086476,55.67314,-3.75877
RC085737,55.67291,-3.77467
RC031998,50.40246,-4.66895
RC031999,50.39347,-4.66844
RC032000,50.38448,-4.66794
RC032489,50.3848,-4.65388
RC032490,50.37581,-4.65338
RC032989,50.37613,-4.63932
RC032990,50.36714,-4.63882
RC032991,50.35815,-4.63832
RC032992,50.34917,-4.63782
RC040427,50.36216,-4.45562
RC040426,50.37115,-4.45608
RC039797,50.37085,-4.47014
RC039796,50.37984,-4.47061
RC040425,50.38014,-4.45654
RC039795,50.38883,-4.47107
RC039794,50.39782,-4.47154
RC040423,50.39812,-4.45747
RC039793,50.40681,-4.47201
RC040422,50.40711,-4.45794
RC040421,50.4161,-4.4584
RC040420,50.42509,-4.45887
RC039791,50.42479,-4.47294
RC039790,50.43378,-4.47341
RC039159,50.44247,-4.48796
RC039158,50.45146,-4.48843
RC075124,55.75934,-4.00188
RC075882,55.7596,-3.98595
RC075883,55.75061,-3.98549
RC075884,55.74163,-3.98503
RC076641,55.74188,-3.9691
RC187309,52.29458,-1.55296
RC187308,52.30358,-1.55287
RC186782,52.30363,-1.56755
RC186781,52.31263,-1.56746
RC186780,52.32162,-1.56737
RC186779,52.33062,-1.56729
RC186778,52.33961,-1.5672
RC186777,52.34861,-1.56711
RC186776,52.3576,-1.56702
RC187302,52.35755,-1.55233
RC187301,52.36654,-1.55224
RC187822,52.36649,-1.53754
RC187821,52.37548,-1.53745
RC188345,52.38442,-1.52265
RC188344,52.39341,-1.52256
RC188842,52.39335,-1.50785
RC188841,52.40235,-1.50775
RC199418,52.94019,-1.17407
RC233184,51.54973,-0.00155
RC233517,51.54949,0.01287
RC233850,51.54924,0.02729
RC234505,51.55773,0.05654
RC234816,51.55747,0.07097
RC235126,51.56621,0.08581
RC235442,51.56595,0.10023
RC235754,51.56569,0.11466
RC236066,51.56543,0.12909
RC236376,51.56517,0.14351
RC236375,51.57416,0.14394
RC236678,51.57389,0.15837
RC236976,51.57363,0.1728
RC237273,51.57336,0.18723
RC237272,51.58235,0.18766
RC237569,51.58208,0.20209
RC237861,51.5908,0.21696
RC238146,51.59052,0.23139
RC238430,51.59924,0.24627
RC238715,51.59896,0.26071
RC238714,51.60795,0.26115
RC238984,51.60767,0.27559
RC239246,51.61638,0.29048
RC239514,51.6161,0.30493
RC239774,51.61581,0.31937
RC239773,51.6248,0.31983
RC240023,51.62451,0.33427
RC240022,51.6335,0.33473
RC240021,51.64249,0.33519
RC240271,51.6422,0.34964
RC240270,51.65119,0.35011
RC240520,51.6509,0.36456
RC240519,51.65989,0.36503
RC240773,51.6596,0.37948
RC240772,51.66859,0.37995
RC241021,51.66829,0.39441
RC241020,51.67728,0.39488
RC241273,51.68598,0.40982
RC241523,51.68568,0.42428
RC241522,51.69467,0.42476
RC241771,51.69437,0.43923
RC241770,51.70335,0.43971
RC241769,51.71234,0.4402
RC242022,51.71204,0.45467
RC242021,51.72103,0.45515
RC242020,51.73002,0.45564
RC242269,51.72971,0.47012
RC242517,51.7384,0.48509
RC242516,51.74738,0.48558
RC242765,51.74708,0.50006
RC243014,51.74677,0.51454
RC243013,51.75575,0.51504
RC243265,51.76443,0.53003
RC243518,51.76412,0.54451
RC243772,51.7638,0.559
RC243771,51.77279,0.55951
RC244025,51.77247,0.574
RC244280,51.77216,0.58848
RC244279,51.78114,0.589
RC244534,51.78082,0.60349
RC244533,51.78981,0.60401
RC244788,51.78949,0.6185
RC244787,51.79847,0.61902
RC245042,51.79815,0.63352
RC245305,51.80681,0.64854
RC245304,51.8158,0.64907
RC245568,51.81547,0.66357
RC245567,51.82446,0.6641
RC245830,51.82413,0.6786
RC245829,51.83311,0.67914
RC246087,51.83278,0.69364
RC246086,51.84177,0.69418
RC246344,51.84143,0.70869
RC246343,51.85042,0.70923
RC246601,51.85009,0.72374
RC246859,51.85873,0.7388
RC247117,51.86738,0.75386
RC247375,51.87603,0.76893
RC247633,51.87568,0.78345
RC247632,51.88467,0.784
RC247888,51.88432,0.79852
RC248142,51.88398,0.81305
RC248141,51.89296,0.81361
RC248395,51.89261,0.82813
RC248644,51.89226,0.84266
RC248643,51.90125,0.84322
RC248896,51.9009,0.85775
RC249149,51.90054,0.87228
RC199553,51.72594,-1.19639
RC250158,51.89911,0.93038
RC250408,51.89875,0.9449
RC250407,51.90773,0.94549
RC250657,51.90737,0.96002
RC250656,51.91635,0.96061
RC250896,51.91598,0.97514
RC251136,51.9246,0.99026
RC251135,51.93358,0.99086
RC251376,51.93321,1.0054
RC251375,51.94219,1.006
RC251616,51.94182,1.02053
RC251615,51.95081,1.02114
RC251846,51.95043,1.03568
RC252062,51.95006,1.05022
RC252276,51.94968,1.06476
RC252275,51.95866,1.06537
RC252489,51.95828,1.07991
RC252488,51.96726,1.08053
RC252487,51.97625,1.08115
RC252486,51.98523,1.08176
RC252485,51.99421,1.08238
RC252700,51.99383,1.09693
RC252699,52.00281,1.09755
RC252698,52.0118,1.09817
RC252697,52.02078,1.0988
RC252911,52.02039,1.11336
RC253121,52.02001,1.12792
RC253120,52.02899,1.12855
RC253324,52.0286,1.14311
RC253323,52.03758,1.14374
RC253322,52.04657,1.14437
RC252691,52.07467,1.10253
RC252690,52.08366,1.10315
RC252689,52.09264,1.10378
RC252688,52.10162,1.1044
RC252687,52.1106,1.10503
RC252472,52.11099,1.09043
RC252471,52.11997,1.09106
RC252470,52.12895,1.09168
RC252256,52.12934,1.07708
RC252255,52.13832,1.0777
RC252040,52.14768,1.06372
RC251823,52.15704,1.04973
RC251822,52.16603,1.05034
RC251591,52.1664,1.03573
RC251350,52.16678,1.02112
RC251349,52.17576,1.02173
RC251108,52.17614,1.00712
RC251107,52.18512,1.00772
RC250864,52.20346,0.99431
RC250863,52.21244,0.99492
RC250861,52.23041,0.99613
RC250860,52.23939,0.99673
RC251099,52.25698,1.01259
RC251098,52.26597,1.0132
RC251339,52.26559,1.02784
RC251338,52.27457,1.02845
RC251337,52.28356,1.02906
RC251578,52.28318,1.04371
RC251577,52.29216,1.04433
RC251576,52.30115,1.04495
RC251807,52.30077,1.0596
RC251806,52.30975,1.06022
RC251805,52.31873,1.06084
RC252021,52.31835,1.0755
RC252232,52.34491,1.09204
RC252446,52.34453,1.10671
RC252445,52.35351,1.10734
RC252444,52.36249,1.10797
RC252659,52.36211,1.12264
RC252658,52.37109,1.12328
RC252657,52.38007,1.12391
RC252871,52.37968,1.13859
RC252870,52.38866,1.13923
RC252869,52.39764,1.13987
RC253078,52.40624,1.15519
RC253077,52.41522,1.15583
RC253076,52.4242,1.15648
RC253279,52.43279,1.17181
RC253278,52.44177,1.17246
RC253480,52.46832,1.18911
RC253479,52.4773,1.18976
RC253478,52.48628,1.19041
RC253477,52.49526,1.19106
RC253673,52.49486,1.20577
RC253672,52.50384,1.20643
RC253671,52.51282,1.20708
RC253670,52.5218,1.20774
RC253869,52.5214,1.22246
RC253868,52.53038,1.22312
RC254067,52.52998,1.23785
RC254066,52.53896,1.23851
RC254265,52.53856,1.25324
RC254264,52.54754,1.2539
RC254463,52.54713,1.26864
RC254462,52.55611,1.26931
RC254461,52.56509,1.26997
RC254460,52.57407,1.27064
RC254662,52.57367,1.28538
RC254661,52.58265,1.28606
RC254660,52.59163,1.28673
RC254658,52.60959,1.28807
RC255057,52.61774,1.31826
RC255056,52.62672,1.31894
RC254856,52.62714,1.30418
RC098627,51.53184,-3.3638
RC098626,51.54083,-3.36407
RC099373,51.54999,-3.34991
RC099374,51.541,-3.34965
RC187951,51.20601,-1.54926
RC187950,51.21501,-1.54917
RC187429,51.21506,-1.5635
RC187428,51.22406,-1.56341
RC186902,51.22411,-1.57774
RC186901,51.23311,-1.57766
RC186357,51.24216,-1.59191
RC186356,51.25115,-1.59183
RC185813,51.2512,-1.60617
RC185270,51.25125,-1.62051
RC186651,53.48188,-1.55566
RC186652,53.47289,-1.55575
RC186653,53.46389,-1.55585
RC186654,53.4549,-1.55594
RC187180,53.45484,-1.54087
RC187181,53.44585,-1.54097
RC187182,53.43685,-1.54107
RC187703,53.4368,-1.526
RC188229,53.42774,-1.51104
RC188230,53.41875,-1.51115
RC188728,53.41869,-1.49609
RC188729,53.40969,-1.4962
RC189227,53.40963,-1.48114
RC189228,53.40063,-1.48125
RC189229,53.39164,-1.48136
RC189732,53.39157,-1.46632
RC190236,53.38251,-1.45139
RC190739,53.38244,-1.43634
RC191242,53.38237,-1.4213
RC191745,53.3823,-1.40626
RC192248,53.38222,-1.39121
RC192737,53.38214,-1.37617
RC192738,53.37315,-1.3763
RC193227,53.37307,-1.36126
RC193228,53.36408,-1.36139
RC194682,53.35483,-1.31643
RC195153,53.35475,-1.3014
RC195154,53.34575,-1.30154
RC195625,53.34567,-1.28651
RC196096,53.34557,-1.27148
RC196097,53.33658,-1.27164
RC196568,53.33649,-1.25661
RC197039,53.33639,-1.24158
RC197506,53.3363,-1.22656
RC198908,53.327,-1.18165
RC199375,53.3269,-1.16663
RC199843,53.3178,-1.15178
RC199376,53.31791,-1.1668
RC200301,53.31769,-1.13676
RC200759,53.31758,-1.12174
RC200760,53.30859,-1.12193
RC201218,53.30848,-1.10691
RC201677,53.29937,-1.09208
RC202135,53.29926,-1.07707
RC202589,53.29914,-1.06206
RC203039,53.29902,-1.04704
RC203489,53.2989,-1.03203
RC203488,53.30789,-1.03183
RC203938,53.30777,-1.01681
RC204370,53.30765,-1.0018
RC204802,53.30752,-0.98678
RC205234,53.30739,-0.97177
RC205666,53.30726,-0.95675
RC206529,53.31599,-0.9265
RC206528,53.32498,-0.92627
RC206960,53.32484,-0.91125
RC206959,53.33384,-0.91102
RC207391,53.3337,-0.89599
RC207823,53.33356,-0.88097
RC208255,53.33342,-0.86595
RC208687,53.33327,-0.85092
RC208686,53.34226,-0.85068
RC209118,53.34212,-0.83565
RC209117,53.35111,-0.83541
RC209548,53.35096,-0.82038
RC209547,53.35995,-0.82013
RC209546,53.36895,-0.81988
RC209977,53.3688,-0.80485
RC209976,53.37779,-0.80459
RC210407,53.37764,-0.78956
RC210406,53.38663,-0.7893
RC210837,53.38648,-0.77426
RC210836,53.39547,-0.774
RC210835,53.40446,-0.77374
RC210834,53.41345,-0.77348
RC210833,53.42244,-0.77322
RC211264,53.42229,-0.75817
RC211694,53.43112,-0.74285
RC212125,53.43096,-0.72779
RC212124,53.43995,-0.72752
RC212555,53.43979,-0.71246
RC212986,53.43963,-0.6974
RC213417,53.43946,-0.68234
RC213843,53.44829,-0.667
RC214270,53.44812,-0.65194
RC214269,53.45711,-0.65165
RC214696,53.45694,-0.63658
RC214695,53.46593,-0.6363
RC215113,53.46576,-0.62123
RC215112,53.47475,-0.62094
RC215530,53.47457,-0.60586
RC215529,53.48356,-0.60557
RC215947,53.48339,-0.59049
RC215946,53.49238,-0.5902
RC216364,53.4922,-0.57512
RC216363,53.50119,-0.57482
RC216781,53.50101,-0.55973
RC216780,53.51,-0.55943
RC217198,53.50982,-0.54434
RC217197,53.51881,-0.54404
RC217615,53.51862,-0.52895
RC217614,53.52761,-0.52864
RC218025,53.52743,-0.51355
RC218024,53.53642,-0.51323
RC218433,53.53623,-0.49814
RC218432,53.54522,-0.49782
RC218841,53.54503,-0.48272
RC219249,53.55383,-0.4673
RC219658,53.55363,-0.4522
RC219657,53.56262,-0.45187
RC220066,53.56243,-0.43677
RC220874,53.58001,-0.40589
RC221275,53.5798,-0.39078
RC221666,53.5796,-0.37567
RC222056,53.58838,-0.36022
RC222447,53.58818,-0.34511
RC222446,53.59717,-0.34476
RC222837,53.59696,-0.32964
RC222836,53.60594,-0.32929
RC224389,53.60509,-0.26882
RC224776,53.60487,-0.25371
RC225163,53.60464,-0.23859
RC225164,53.59565,-0.23896
RC225920,53.59521,-0.20874
RC226298,53.59498,-0.19363
RC226299,53.58599,-0.19401
RC226677,53.58576,-0.1789
RC227055,53.58553,-0.16379
RC227434,53.57631,-0.14908
RC227794,53.57607,-0.13397
RC228154,53.57584,-0.11887
RC228155,53.56685,-0.11927
RC228521,53.56661,-0.10416
RC228877,53.56637,-0.08906
RC229926,53.57463,-0.04335
RC229927,53.56564,-0.04376
RC252063,51.94107,1.04961
RC252277,51.94069,1.06414
RC252491,51.94031,1.07868
RC252706,51.93993,1.09322
RC252920,51.93955,1.10775
RC253130,51.93917,1.12229
RC253334,51.93878,1.13682
RC253539,51.93839,1.15136
RC253735,51.938,1.16589
RC253934,51.93761,1.18043
RC254133,51.93721,1.19496
RC254332,51.93682,1.20949
RC254531,51.93642,1.22402
RC254733,51.93602,1.23856
RC255132,51.9442,1.26827
RC255133,51.93522,1.26762
RC255333,51.93481,1.28215
RC255332,51.94379,1.28281
RC118676,51.59856,-2.99015
RC157459,53.47342,-2.26434
RC126455,53.36254,-2.88019
RC127237,53.36265,-2.86515
RC128025,53.36276,-2.85011
RC128813,53.36286,-2.83508
RC129601,53.36297,-2.82004
RC130389,53.36307,-2.80501
RC130388,53.37206,-2.80518
RC131180,53.37216,-2.79014
RC131972,53.37226,-2.7751
RC133555,53.38145,-2.74518
RC134340,53.38154,-2.73013
RC135118,53.38163,-2.71509
RC135896,53.38172,-2.70005
RC136675,53.38181,-2.68501
RC136674,53.3908,-2.68515
RC137453,53.39089,-2.6701
RC138228,53.39097,-2.65506
RC139003,53.39105,-2.64001
RC139774,53.39113,-2.62497
RC139773,53.40013,-2.6251
RC140544,53.4002,-2.61005
RC142081,53.39136,-2.57983
RC142080,53.40035,-2.57995
RC142850,53.40043,-2.5649
RC142849,53.40942,-2.56502
RC144373,53.40956,-2.53491
RC145129,53.40962,-2.51986
RC145128,53.41862,-2.51997
RC145884,53.41868,-2.50491
RC146640,53.41874,-2.48986
RC147383,53.4188,-2.4748
RC147382,53.4278,-2.4749
RC148125,53.42786,-2.45984
RC149605,53.43696,-2.42981
RC150343,53.43702,-2.41475
RC151064,53.43707,-2.39968
RC151063,53.44606,-2.39977
RC151784,53.44611,-2.3847
RC152505,53.44616,-2.36964
RC153217,53.4462,-2.35457
RC153929,53.44625,-2.3395
RC154640,53.45528,-2.32451
RC155352,53.45532,-2.30944
RC156054,53.46435,-2.29443
RC156757,53.46439,-2.27936
RC187716,53.31988,-1.5273
RC187195,53.31994,-1.54232
RC184499,53.30222,-1.61759
RC183956,53.30226,-1.63261
RC183955,53.31126,-1.63253
RC183408,53.3113,-1.64755
RC183407,53.3203,-1.64748
RC183406,53.32929,-1.6474
RC182863,53.32933,-1.66243
RC182311,53.32937,-1.67745
RC182310,53.33837,-1.67738
RC181758,53.33841,-1.69241
RC181201,53.34744,-1.70738
RC180089,53.34751,-1.73744
RC180088,53.3565,-1.73739
RC179532,53.35654,-1.75242
RC179531,53.36553,-1.75237
RC179530,53.37452,-1.75232
RC178961,53.37455,-1.76736
RC178392,53.37458,-1.7824
RC178393,53.36559,-1.78245
RC177824,53.36561,-1.79748
RC177241,53.36564,-1.81252
RC176654,53.36566,-1.82756
RC176655,53.35667,-1.8276
RC176064,53.35669,-1.84263
RC174248,53.34775,-1.88776
RC174249,53.33875,-1.88778
RC173627,53.33877,-1.90281
RC091758,55.08153,-3.62297
RC091015,55.07234,-3.63827
RC091016,55.06335,-3.6379
RC090254,55.06314,-3.65356
RC090255,55.05415,-3.65319
RC196902,54.56831,-1.21889
RC196903,54.55932,-1.21906
RC197371,54.55023,-1.20377
RC197372,54.54124,-1.20394
RC197839,54.54114,-1.18848
RC197840,54.53215,-1.18865
RC198307,54.53204,-1.17319
RC198775,54.52294,-1.15791
RC199242,54.52283,-1.14246
RC199243,54.51384,-1.14264
RC199710,54.51373,-1.12719
RC199711,54.50474,-1.12738
RC199712,54.49575,-1.12757
RC200170,54.49564,-1.11212
RC200171,54.48665,-1.11232
RC200172,54.47766,-1.11251
RC200630,54.47754,-1.09707
RC200631,54.46855,-1.09727
RC200632,54.45956,-1.09747
RC201090,54.45944,-1.08203
RC201089,54.46843,-1.08183
RC201088,54.47742,-1.08163
RC201546,54.47731,-1.06619
